route,title,url,checkedAt
"discovery:Yverdon-les-Bains:Yverdon, Théâtre Benno Besson","Timetable discovery sample","https://transport.opendata.ch/v1/locations?query=Yverdon-les-Bains&type=station","2026-09-13"
"discovery:Yverdon-les-Bains:Yverdon, Théâtre Benno Besson","Timetable discovery sample","https://transport.opendata.ch/v1/locations?x=46.78155&y=6.640943&type=station","2026-09-13"
"discovery:Yverdon-les-Bains:Yverdon, Théâtre Benno Besson","Timetable discovery sample","https://transport.opendata.ch/v1/connections?from=8594031&to=8503000&date=2026-09-14&time=08%3A00&limit=4","2026-09-13"
"discovery:Uster:Uster, Bahnhof","Timetable discovery sample","https://transport.opendata.ch/v1/locations?query=Uster&type=station","2026-09-13"
"discovery:Uster:Uster, Bahnhof","Timetable discovery sample","https://transport.opendata.ch/v1/locations?x=47.350364&y=8.7187&type=station","2026-09-13"
"discovery:Uster:Uster, Bahnhof","Timetable discovery sample","https://transport.opendata.ch/v1/connections?from=8573504&to=8507000&date=2026-09-14&time=08%3A00&limit=4","2026-09-13"
"discovery:Uster:Uster, Stadthaus","Timetable discovery sample","https://transport.opendata.ch/v1/locations?query=Uster&type=station","2026-09-13"
"discovery:Uster:Uster, Stadthaus","Timetable discovery sample","https://transport.opendata.ch/v1/locations?x=47.350364&y=8.7187&type=station","2026-09-13"
"discovery:Uster:Uster, Stadthaus","Timetable discovery sample","https://transport.opendata.ch/v1/connections?from=8580879&to=8507000&date=2026-09-14&time=08%3A00&limit=4","2026-09-13"
"discovery:Wetzikon ZH:Wetzikon ZH, Bahnhof","Timetable discovery sample","https://transport.opendata.ch/v1/locations?query=Wetzikon+ZH&type=station","2026-09-13"
"discovery:Wetzikon ZH:Wetzikon ZH, Bahnhof","Timetable discovery sample","https://transport.opendata.ch/v1/locations?x=47.318021&y=8.792281&type=station","2026-09-13"
"discovery:Wetzikon ZH:Wetzikon ZH, Bahnhof","Timetable discovery sample","https://transport.opendata.ch/v1/connections?from=8576105&to=8507000&date=2026-09-14&time=08%3A00&limit=4","2026-09-13"
"discovery:Wetzikon ZH:Wetzikon ZH, Bahnhof Süd","Timetable discovery sample","https://transport.opendata.ch/v1/locations?query=Wetzikon+ZH&type=station","2026-09-13"
"discovery:Wetzikon ZH:Wetzikon ZH, Bahnhof Süd","Timetable discovery sample","https://transport.opendata.ch/v1/locations?x=47.318021&y=8.792281&type=station","2026-09-13"
"discovery:Wetzikon ZH:Wetzikon ZH, Bahnhof Süd","Timetable discovery sample","https://transport.opendata.ch/v1/connections?from=8594731&to=8507000&date=2026-09-14&time=08%3A00&limit=4","2026-09-13"
"discovery:Bulle:Bulle, gare routière","Timetable discovery sample","https://transport.opendata.ch/v1/locations?query=Bulle&type=station","2026-09-13"
"discovery:Bulle:Bulle, gare routière","Timetable discovery sample","https://transport.opendata.ch/v1/locations?x=46.619217&y=7.052991&type=station","2026-09-13"
"discovery:Bulle:Bulle, gare routière","Timetable discovery sample","https://transport.opendata.ch/v1/connections?from=8577725&to=8503000&date=2026-09-14&time=08%3A00&limit=4","2026-09-13"
"discovery:Bulle:Bulle, Place de la Gare","Timetable discovery sample","https://transport.opendata.ch/v1/locations?query=Bulle&type=station","2026-09-13"
"discovery:Bulle:Bulle, Place de la Gare","Timetable discovery sample","https://transport.opendata.ch/v1/locations?x=46.619217&y=7.052991&type=station","2026-09-13"
"discovery:Bulle:Bulle, Place de la Gare","Timetable discovery sample","https://transport.opendata.ch/v1/connections?from=8593280&to=8503000&date=2026-09-14&time=08%3A00&limit=4","2026-09-13"
"discovery:Burgdorf:Burgdorf, Bahnhof","Timetable discovery sample","https://transport.opendata.ch/v1/locations?query=Burgdorf&type=station","2026-09-13"
"discovery:Burgdorf:Burgdorf, Bahnhof","Timetable discovery sample","https://transport.opendata.ch/v1/locations?x=47.060694&y=7.621694&type=station","2026-09-13"
"discovery:Burgdorf:Burgdorf, Bahnhof","Timetable discovery sample","https://transport.opendata.ch/v1/connections?from=8576504&to=8503000&date=2026-09-14&time=08%3A00&limit=4","2026-09-13"
"discovery:Burgdorf:Burgdorf, Poststrasse","Timetable discovery sample","https://transport.opendata.ch/v1/locations?query=Burgdorf&type=station","2026-09-13"
"discovery:Burgdorf:Burgdorf, Poststrasse","Timetable discovery sample","https://transport.opendata.ch/v1/locations?x=47.060694&y=7.621694&type=station","2026-09-13"
"discovery:Burgdorf:Burgdorf, Poststrasse","Timetable discovery sample","https://transport.opendata.ch/v1/connections?from=8593265&to=8503000&date=2026-09-14&time=08%3A00&limit=4","2026-09-13"
"discovery:Visp:Visp, Bahnhof Süd","Timetable discovery sample","https://transport.opendata.ch/v1/locations?query=Visp&type=station","2026-09-13"
"discovery:Visp:Visp, Bahnhof Süd","Timetable discovery sample","https://transport.opendata.ch/v1/locations?x=46.29402&y=7.881455&type=station","2026-09-13"
"discovery:Visp:Visp, Bahnhof Süd","Timetable discovery sample","https://transport.opendata.ch/v1/connections?from=8571075&to=8503000&date=2026-09-14&time=08%3A00&limit=4","2026-09-13"
"discovery:Visp:Visp, Bahnhof Nord","Timetable discovery sample","https://transport.opendata.ch/v1/locations?query=Visp&type=station","2026-09-13"
"discovery:Visp:Visp, Bahnhof Nord","Timetable discovery sample","https://transport.opendata.ch/v1/locations?x=46.29402&y=7.881455&type=station","2026-09-13"
"discovery:Visp:Visp, Bahnhof Nord","Timetable discovery sample","https://transport.opendata.ch/v1/connections?from=8581852&to=8503000&date=2026-09-14&time=08%3A00&limit=4","2026-09-13"
"discovery:Brig:Brig Bahnhofplatz","Timetable discovery sample","https://transport.opendata.ch/v1/locations?query=Brig&type=station","2026-09-13"
"discovery:Brig:Brig Bahnhofplatz","Timetable discovery sample","https://transport.opendata.ch/v1/locations?x=46.319416&y=7.988089&type=station","2026-09-13"
"discovery:Brig:Brig Bahnhofplatz","Timetable discovery sample","https://transport.opendata.ch/v1/connections?from=8515296&to=8503000&date=2026-09-14&time=08%3A00&limit=4","2026-09-13"
"discovery:Brig:Brig, Viktoriastrasse","Timetable discovery sample","https://transport.opendata.ch/v1/locations?query=Brig&type=station","2026-09-13"
"discovery:Brig:Brig, Viktoriastrasse","Timetable discovery sample","https://transport.opendata.ch/v1/locations?x=46.319416&y=7.988089&type=station","2026-09-13"
"discovery:Brig:Brig, Viktoriastrasse","Timetable discovery sample","https://transport.opendata.ch/v1/connections?from=8578544&to=8503000&date=2026-09-14&time=08%3A00&limit=4","2026-09-13"
"discovery:Basel Bad Bf:Basel, Badischer Bahnhof","Timetable discovery sample","https://transport.opendata.ch/v1/locations?query=Basel+Bad+Bf&type=station","2026-09-13"
"discovery:Basel Bad Bf:Basel, Badischer Bahnhof","Timetable discovery sample","https://transport.opendata.ch/v1/locations?x=47.567301&y=7.606922&type=station","2026-09-13"
"discovery:Basel Bad Bf:Basel, Badischer Bahnhof","Timetable discovery sample","https://transport.opendata.ch/v1/connections?from=8592321&to=8503000&date=2026-09-14&time=08%3A00&limit=4","2026-09-13"
"discovery:Basel Bad Bf:Basel, Surinam","Timetable discovery sample","https://transport.opendata.ch/v1/locations?query=Basel+Bad+Bf&type=station","2026-09-13"
"discovery:Basel Bad Bf:Basel, Surinam","Timetable discovery sample","https://transport.opendata.ch/v1/locations?x=47.567301&y=7.606922&type=station","2026-09-13"
"discovery:Basel Bad Bf:Basel, Surinam","Timetable discovery sample","https://transport.opendata.ch/v1/connections?from=8589368&to=8503000&date=2026-09-14&time=08%3A00&limit=4","2026-09-13"
"discovery:Zürich Altstetten:Zürich Altstetten, Bahnhof","Timetable discovery sample","https://transport.opendata.ch/v1/locations?query=Z%C3%BCrich+Altstetten&type=station","2026-09-13"
"discovery:Zürich Altstetten:Zürich Altstetten, Bahnhof","Timetable discovery sample","https://transport.opendata.ch/v1/locations?x=47.391478&y=8.488952&type=station","2026-09-13"
"discovery:Zürich Altstetten:Zürich Altstetten, Bahnhof","Timetable discovery sample","https://transport.opendata.ch/v1/connections?from=8591056&to=8507000&date=2026-09-14&time=08%3A00&limit=4","2026-09-13"
"discovery:Zürich Altstetten:Zürich Altstetten, Bahnhof Nord","Timetable discovery sample","https://transport.opendata.ch/v1/locations?query=Z%C3%BCrich+Altstetten&type=station","2026-09-13"
"discovery:Zürich Altstetten:Zürich Altstetten, Bahnhof Nord","Timetable discovery sample","https://transport.opendata.ch/v1/locations?x=47.391478&y=8.488952&type=station","2026-09-13"
"discovery:Zürich Altstetten:Zürich Altstetten, Bahnhof Nord","Timetable discovery sample","https://transport.opendata.ch/v1/connections?from=8591057&to=8507000&date=2026-09-14&time=08%3A00&limit=4","2026-09-13"
"discovery:Zürich Stadelhofen:Zürich, Opernhaus","Timetable discovery sample","https://transport.opendata.ch/v1/locations?query=Z%C3%BCrich+Stadelhofen&type=station","2026-09-13"
"discovery:Zürich Stadelhofen:Zürich, Opernhaus","Timetable discovery sample","https://transport.opendata.ch/v1/locations?x=47.366598&y=8.548478&type=station","2026-09-13"
"discovery:Zürich Stadelhofen:Zürich, Opernhaus","Timetable discovery sample","https://transport.opendata.ch/v1/connections?from=8576195&to=8507000&date=2026-09-14&time=08%3A00&limit=4","2026-09-13"
"discovery:Zürich Stadelhofen:Zürich, Bellevue","Timetable discovery sample","https://transport.opendata.ch/v1/locations?query=Z%C3%BCrich+Stadelhofen&type=station","2026-09-13"
"discovery:Zürich Stadelhofen:Zürich, Bellevue","Timetable discovery sample","https://transport.opendata.ch/v1/locations?x=47.366598&y=8.548478&type=station","2026-09-13"
"discovery:Zürich Stadelhofen:Zürich, Bellevue","Timetable discovery sample","https://transport.opendata.ch/v1/connections?from=8576193&to=8507000&date=2026-09-14&time=08%3A00&limit=4","2026-09-13"
